1680162416071,96
1680163606580,1000
1680163609195,1000
1680163611749,60
1680163873562,1000
1680163875384,709
1680163987498,1000
1680163989562,709
1680164024651,1000
1680164026671,709
1680164062479,1000
1680164064669,709
1680164464661,1000
1680164466760,1000
1680164468862,647
1680165627769,520
1680165635556,351
1680165641687,576
1680165688964,1000
1680165691552,342
1680165732506,871
1680166451351,118
1680166460583,12
1680166499409,118
1680166510431,244
1680166516354,546
1680166552059,292
1680166666760,244
1680166835849,245
1680167169971,677
1680167189269,1000
1680167191466,1000
1680167709352,136
1680167940648,425
1680167977943,5
1680168028024,24
1680168039145,21
1680168049505,8
1680168989759,45
1680168992257,44
1680168996577,5
1680168999143,12
1680169000897,12
1680169004936,29
1680169006864,34
1680169008479,13
1680169011491,6
1680169022580,18
1680169027866,720
1680169083058,45
1680169087735,44
1680169093395,5
1680169096136,12
1680169098550,12
1680169102600,29
1680169104449,34
1680169106116,13
1680169108765,768
1680170783473,999
1680170785843,945
1680170865557,999
1680170867700,945
1680171543566,989
1680173438358,1000
1680173441953,1000
1680174007948,271
1680174088955,369
1680174096045,100
1680174096345,9
1680174331602,117
1680174355431,17
1680174492068,1000
1680174493991,983
1680174513872,1000
1680174540790,100
1680174541098,35
1680174548105,7
1680174559503,42
1680174563602,5
1680174567755,6
1680174569895,9
1680174572218,3
1680174576089,10
1680174577122,9
1680174580650,16
1680174581847,28
1680174585959,16
1680174587193,77
1680174591197,46
1680174601301,1
1680174604310,54
1680174607149,61
1680174658264,997
1680175217353,615
1680175878662,999
1680175879390,39
1680175927568,11
1680176216124,136
1680178262060,508
1680178390558,1000
1680178391646,118
1680178915754,572
1680178960504,492
1680178969171,176
1680181073779,425
1680181076650,178
1680182150772,1000
1680182177002,1000
1680182180472,268
1680182765861,275
1680184194477,479
1680186147759,307
1680186152552,72
1680186203334,262
1680186216750,803
1680186376370,1000
1680186377948,215
1680186389151,80
1680186551166,40
1680187148053,1000
1680187175873,1000
1680187181078,1000
1680187186174,1000
1680187191907,1000
1680187198763,1000
1680187205745,1000
1680187212179,1000
1680187217255,419
1680187432853,128
1680187458454,554
1680188274153,207
1680188333368,317
1680189388862,445
1680189637387,552
1680190449077,619
1680190460249,7
1680190464743,8
1680190472244,5
1680190478945,116
1680190508710,111
1680190512244,13
1680190617318,195
1680190633853,33
1680190637302,947
1680190702759,290
1680191394262,1000
1680191396566,999
1680191398177,471
1680191414850,100
1680191415458,100
1680191415737,6
1680193475855,1000
1680193829564,1000
1680193831556,225
1680194495653,1000
1680194497869,1000
1680194499041,10
1680194520446,100
1680194521027,100
1680194521855,100
1680194522556,100
1680194523349,100
1680194523953,100
1680194524648,100
1680194525345,100
1680194525957,100
1680194526488,18
1680194815746,17
1680194954627,17
1680195255572,781
1680196156153,75
1680196188647,9
1680197686767,421
1680197693264,100
1680197694154,100
1680197695750,100
1680197696646,100
1680197697545,100
1680197999254,162
1680198162359,162
1680198169935,31
1680198366565,999
1680198369143,1000
1680198369922,2
1680199707368,462
1680199715955,258
1680199904077,273
1680200485459,258
1680200494745,163
1680201865057,124
1680201884250,107
1680202158348,162
1680202177457,1000
1680202179377,700
1680202390362,1000
1680202392289,700
1680202884161,1000
1680202885464,454
1680203019760,755
1680203045763,761
1680203125353,1000
1680203126566,34
1680203133778,1000
1680203136177,1000
1680203137921,346
1680203431076,516
1680204883645,33
1680204887846,29
1680204893756,69
1680204925149,1000
1680204927058,274
1680205257892,283
1680205508853,283
1680205604753,283
1680206927173,999
1680206931067,999
1680206953178,999
1680206956548,999
1680206959954,245
1680207036644,43
1680207039648,49
1680207339059,863
1680207696588,863
1680207716456,55
1680208603069,1000
1680208606845,999
1680208611147,1000
1680208616045,1000
1680210843675,997
1680210846649,151
1680212520551,179
1680212772309,216
1680213404756,447
1680213439767,447
1680213597958,447
1680213641153,143
1680213667885,447
1680214839162,809
1680215584060,85
1680215615793,26
1680215832042,76
1680215854947,5
1680215857750,7
1680215957972,1000
1680216009483,521
1680216525076,645
1680217130657,299
1680217138851,33
1680219583501,397
1680222390873,1000
1680222392475,504
1680222688878,760
1680223099365,1000
1680223103895,1000
1680223107313,31
1680228671950,389
1680231568558,210
1680231867219,100
1680231867692,8
1680231869848,100
1680232399284,649
1680232487228,138
1680232612383,1000
1680232615056,1000
1680232807753,210
1680233392650,1000
1680233395688,1000
1680233397391,31
1680233419034,100
1680233420200,100
1680233421355,25
1680233440449,100
1680233441948,100
1680233443215,100
1680233443275,1000
1680233444656,99
1680233445875,1000
1680233448569,1000
1680233451187,1000
1680233453880,1000
1680233456356,1000
1680233458669,1000
1680233461101,1000
1680233463654,1000
1680233465966,999
1680233468248,547
1680233921159,1000
1680233923361,1000
1680233926339,833
1680233931258,1000
1680233933456,1000
1680233952158,1000
1680233953961,1000
1680233955892,833
1680233969153,522
1680235552363,193
1680236366751,276
1680236374604,9
1680236376344,21
1680236386540,306
1680236873684,1000
1680236877461,1000
1680236883166,999
1680239015582,675
1680239208197,675
1680242777152,1000
1680242778454,182
1680243721171,1000
1680243722889,577
1680243744852,64
1680245049781,398
1680245052169,31
1680245157252,299
1680245227472,299
1680248040062,405
1680248741058,1000
1680248742172,131
1680248758849,1000
